"","OverallQual","YearRemodAdd","TotalBsmtSF","Fireplaces","GarageCars","GrLivArea","SalePrice","neighborhood"
"621",3,1950,864,0,0,864,67000,8
"622",6,1997,1522,1,2,2614,240000,17
"623",5,1977,980,0,2,980,135000,19
"624",6,2000,756,1,2,1512,168500,21
"625",6,1972,732,1,2,1790,165150,17
"626",6,1962,1116,0,2,1116,160000,13
"627",5,1978,978,1,1,1422,139900,13
"628",6,1972,1156,2,1,1520,153000,13
"629",5,1969,1040,2,2,2080,135000,13
"630",6,1964,1248,0,2,1350,168500,13
"631",5,1991,636,0,1,1750,124000,18
"632",8,2006,1554,1,2,1554,209500,16
"633",7,1977,1386,1,2,1411,82500,17
"634",5,2005,1056,0,1,1056,139400,13
"635",6,1980,1056,0,2,1056,144000,18
"636",6,1995,1440,0,0,3395,2e+05,23
"637",2,1950,264,1,0,800,60000,4
"638",5,1954,811,0,1,1387,93000,18
"639",5,1950,796,0,0,796,85000,8
"640",8,2006,1520,1,3,1567,264561,1
"641",8,2004,1518,1,2,1518,274000,16
"642",7,2001,1057,1,2,1929,226000,21
"643",8,1995,1952,3,2,2704,345000,13
"644",5,1969,780,0,2,1620,152000,17
"645",9,2009,1766,1,3,1766,370878,21
"646",6,1971,981,0,2,981,143250,13
"647",5,1950,0,0,2,1048,98300,13
"648",6,1953,1094,2,2,1094,155000,8
"649",6,1966,756,1,2,1839,155000,13
"650",4,1970,630,0,0,630,84500,11
"651",7,2007,813,0,2,1665,205950,21
"652",4,1950,755,1,1,1510,108000,8
"653",7,1996,880,1,2,1716,191000,6
"654",6,1995,756,0,1,1469,135000,10
"655",8,1995,2109,1,3,2113,350000,14
"656",6,1971,525,0,1,1092,88000,3
"657",5,2006,1053,0,1,1053,145500,13
"658",7,2000,776,1,1,1502,149000,7
"659",6,1950,912,1,1,1458,97500,13
"660",5,1999,1486,0,2,1486,167000,8
"661",7,1976,793,1,2,1935,197900,17
"662",8,2005,1629,1,3,2448,402000,14
"663",6,1968,1392,2,2,1392,110000,13
"664",4,1972,1138,0,2,1181,137500,8
"665",8,2006,2077,1,3,2097,423000,21
"666",8,2000,1406,1,2,1936,230500,9
"667",6,1979,1021,1,2,2380,129000,13
"668",6,1998,1408,1,2,1679,193500,20
"669",5,1987,1188,1,2,1437,168000,19
"670",4,1950,700,1,1,1180,137500,7
"671",6,2005,738,0,2,1476,173500,6
"672",6,1950,672,0,1,1369,103600,8
"673",6,1977,1208,1,2,1208,165000,25
"674",6,2004,1477,2,2,1839,257500,7
"675",6,1965,1136,1,1,1136,140000,13
"676",6,1978,855,1,2,1441,148500,15
"677",4,1950,1095,0,3,1774,87000,18
"678",5,2006,768,0,1,792,109500,18
"679",8,2008,2046,1,3,2046,372500,22
"680",5,1961,988,0,2,988,128500,19
"681",6,1980,923,1,1,923,143000,20
"682",5,2000,793,0,1,1520,159434,23
"683",6,1997,1291,1,2,1291,173000,5
"684",9,2002,1626,1,3,1668,285000,6
"685",7,1998,1195,0,2,1839,221000,14
"686",7,1984,1190,1,2,2090,207500,22
"687",7,2007,874,0,2,1761,227875,21
"688",7,2004,551,0,2,1102,148800,21
"689",8,2007,1419,1,2,1419,392000,22
"690",6,2006,1362,1,2,1362,194700,16
"691",6,2004,848,1,2,848,141000,6
"692",10,1995,2444,2,3,4316,755000,14
"693",7,1990,1210,2,2,2519,335000,24
"694",5,1968,1073,0,1,1073,108480,18
"695",5,1950,927,0,2,1539,141500,4
"696",6,1987,1112,1,2,1137,176000,24
"697",5,1950,616,0,1,616,89000,4
"698",5,1952,980,0,1,1148,123500,8
"699",5,2009,894,1,1,894,138500,19
"700",7,2004,1391,0,2,1391,196000,21
"701",8,2002,1800,1,3,1800,312500,24
"702",7,1969,1164,0,2,1164,140000,17
"703",8,2006,1234,1,3,2576,361919,22
"704",5,1996,360,1,2,1812,140000,18
"705",7,2005,1473,0,2,1484,213000,6
"706",4,1950,0,0,0,1092,55000,10
"707",7,2002,1643,2,2,1824,302000,5
"708",8,2006,1324,1,2,1324,254000,16
"709",7,2007,728,1,2,1456,179540,9
"710",5,1966,876,0,1,904,109900,19
"711",3,2003,270,0,0,729,52000,4
"712",4,1950,859,0,1,1178,102776,10
"713",8,1989,1228,1,2,1228,189000,22
"714",4,1970,960,0,2,960,129000,4
"715",6,2005,725,0,2,1479,130500,19
"716",6,1974,1064,1,2,1350,165000,17
"717",7,1998,718,0,2,2554,159500,18
"718",5,2000,1176,1,2,1178,157000,17
"719",7,1994,1311,1,3,2418,341000,14
"720",5,1969,971,1,1,971,128500,6
"721",8,1985,1742,1,2,1742,275000,22
"722",6,2004,848,0,2,848,143000,6
"723",4,1970,864,0,2,864,124500,13
"724",4,1972,941,0,1,1470,135000,8
"725",9,2008,1698,1,3,1698,320000,8
"726",4,1970,864,0,2,864,120500,13
"727",6,2007,880,1,2,1680,222000,7
"728",7,2007,1232,0,2,1232,194500,6
"729",5,1958,1584,0,3,1776,110000,13
"730",4,1950,780,0,2,1208,103000,10
"731",8,1996,1595,1,2,1616,236500,22
"732",7,2003,868,1,2,1146,187500,24
"733",7,1999,1153,1,2,2031,222500,6
"734",5,1983,864,1,1,1144,131400,19
"735",5,1968,948,0,1,948,108000,19
"736",7,1970,880,2,2,1768,163000,18
"737",3,1950,0,0,2,1040,93500,13
"738",8,2005,893,1,3,1801,239900,9
"739",5,1988,1200,0,0,1200,179000,8
"740",7,2004,864,0,2,1728,190000,6
"741",5,2002,264,0,2,1432,132000,18
"742",6,1996,912,0,1,912,142000,19
"743",7,2001,1349,0,2,1349,179000,20
"744",5,1999,520,1,2,1464,175000,19
"745",8,1993,1337,1,2,1337,180000,22
"746",8,1996,1142,2,2,2715,299800,17
"747",7,2000,952,1,2,2256,236000,9
"748",7,2003,1240,1,4,2640,265979,18
"749",7,1996,1720,1,2,1720,260400,14
"750",4,1950,0,0,1,1529,98000,8
"751",4,2004,576,0,0,1140,96500,18
"752",7,2003,660,0,2,1320,162000,9
"753",6,1997,1479,0,2,1494,217000,6
"754",8,2005,1030,1,3,2098,275500,16
"755",6,2005,1026,0,2,1026,156000,13
"756",6,1999,729,0,2,1471,172500,21
"757",8,2007,866,0,2,1768,212000,6
"758",6,1978,672,1,2,1386,158900,19
"759",7,1999,744,0,2,1501,179400,21
"760",8,1995,1318,1,3,2531,290000,14
"761",6,1959,864,0,1,864,127500,13
"762",5,1950,1145,0,2,1301,1e+05,4
"763",7,2009,756,0,2,1547,215200,21
"764",8,1999,1252,1,3,2365,337000,14
"765",8,1996,1494,1,2,1494,270000,25
"766",9,2008,1498,1,2,1506,264132,21
"767",7,1988,980,1,2,1714,196500,17
"768",6,1985,983,0,1,1750,160000,12
"769",7,2005,1860,1,2,1836,216837,6
"770",8,2003,1650,1,3,3279,538000,22
"771",5,1982,858,0,2,858,134900,19
"772",4,1951,836,0,2,1220,102000,8
"773",6,1976,1029,1,2,1117,107000,8
"774",5,1958,912,0,1,912,114500,13
"775",8,2006,1935,1,3,1973,395000,16
"776",6,1998,1204,0,2,1204,162000,12
"777",7,2006,1614,0,3,1614,221500,6
"778",5,1974,864,1,2,894,142500,19
"779",5,1977,0,2,2,2020,144000,20
"780",6,1977,975,0,2,1004,135000,12
"781",7,1996,1237,1,2,1253,176000,9
"782",6,1992,761,0,2,1603,175900,20
"783",7,2002,1413,0,2,1430,187100,6
"784",5,1978,1097,1,2,1110,165500,12
"785",6,2001,742,1,0,1484,128000,18
"786",6,1967,1372,1,2,1342,161500,17
"787",5,1950,686,0,1,1652,139000,18
"788",7,2004,956,0,2,2084,233000,20
"789",4,2000,901,0,1,901,107900,18
"790",6,2007,832,0,2,2087,187500,5
"791",7,2006,1145,1,2,1145,160200,1
"792",6,1976,1029,2,2,1062,146800,12
"793",7,1997,1117,1,2,2013,269790,14
"794",8,2007,1496,0,2,1496,225000,21
"795",7,1996,712,1,2,1895,194500,9
"796",6,1981,650,1,2,1564,171000,20
"797",6,1977,660,1,2,1285,143500,19
"798",5,1953,773,0,1,773,110000,13
"799",9,2009,1926,2,3,3140,485000,16
"800",5,1950,731,2,1,1768,175000,23
"801",6,1997,616,0,2,1688,2e+05,5
"802",4,1990,1196,0,2,1196,109900,10
"803",7,2005,728,1,2,1456,189000,6
"804",9,2009,1734,1,3,2822,582933,16
"805",5,1954,936,0,1,1128,118000,13
"806",7,2008,1417,0,2,1428,227680,21
"807",5,1967,980,0,1,980,135500,13
"808",5,2004,1324,1,2,1576,223500,4
"809",5,1966,1024,1,2,1086,159950,13
"810",5,1965,849,0,2,2138,106000,18
"811",6,1999,1040,1,2,1309,181000,17
"812",6,2004,848,1,2,848,144500,6
"813",5,1952,540,0,2,1044,55993,10
"814",6,1958,1442,0,1,1442,157900,13
"815",5,1950,686,0,1,1250,116000,8
"816",7,1998,1649,0,2,1661,224900,6
"817",5,1954,1008,1,1,1008,137000,13
"818",8,2002,1568,2,3,1689,271000,12
"819",6,1971,1010,0,2,1052,155000,5
"820",7,2010,1358,1,2,1358,224000,16
"821",7,2003,798,0,2,1640,183000,6
"822",4,1953,936,0,2,936,93000,18
"823",7,2003,847,1,2,1733,225000,9
"824",6,1950,778,1,1,1489,139500,23
"825",8,2006,1489,1,2,1489,232600,21
"826",10,2008,2078,1,3,2084,385000,16
"827",5,1950,784,0,0,784,109500,4
"828",7,2001,1454,1,2,1434,189000,20
"829",5,1967,1013,0,2,2126,185000,5
"830",7,2005,600,0,2,1223,147400,21
"831",6,1957,1392,2,2,1392,166000,13
"832",7,2005,600,0,2,1200,151000,21
"833",7,2003,941,1,2,1829,237000,6
"834",6,1964,1516,0,2,1516,167000,13
"835",5,1961,1144,0,2,1144,139950,13
"836",4,1995,1067,0,2,1067,128000,19
"837",5,1973,1559,0,2,1559,153500,18
"838",6,1973,483,0,1,987,1e+05,3
"839",5,2006,1099,0,1,1099,144000,6
"840",5,1995,768,0,1,1200,130500,8
"841",6,1950,672,0,1,1482,140000,23
"842",5,2002,650,1,2,1539,157500,18
"843",6,1966,1127,0,2,1165,174900,13
"844",5,1961,1800,0,0,1800,141000,13
"845",5,1950,876,1,3,1416,153900,18
"846",5,1981,1390,2,2,1701,171000,19
"847",7,1993,740,1,2,1775,213000,20
"848",5,1972,864,1,1,864,133500,6
"849",6,1997,907,1,2,2358,240000,5
"850",6,1994,528,1,2,1855,187000,25
"851",6,2003,848,0,2,848,131500,6
"852",8,2003,1273,1,2,1456,215000,1
"853",7,1950,918,2,1,1646,164000,7
"854",6,1964,1127,1,2,1445,158000,13
"855",5,1974,1763,1,2,1779,170000,19
"856",5,2010,1040,0,1,1040,127000,19
"857",6,1978,940,0,2,1026,147000,6
"858",6,1995,702,1,2,1481,174000,9
"859",7,1976,1090,1,2,1370,152000,17
"860",6,1984,1054,1,2,2654,250000,17
"861",7,1998,912,1,1,1426,189950,7
"862",5,1965,1039,0,2,1039,131500,19
"863",6,1985,1040,0,2,1097,152000,20
"864",5,1959,1148,0,1,1148,132500,13
"865",7,2008,1372,0,2,1372,250580,21
"866",5,1970,1002,0,2,1002,148500,13
"867",8,2007,1638,1,3,1646,248900,24
"868",4,1961,1040,0,2,1120,129000,19
"869",5,1950,0,1,2,2320,169000,9
"870",7,1994,1050,1,2,1949,236000,20
"871",5,1962,894,0,1,894,109500,13
"872",6,1998,804,0,2,1682,200500,6
"873",5,1996,105,0,2,910,116000,13
"874",5,1950,832,1,1,1268,133000,13
"875",5,1950,676,0,1,1131,66500,18
"876",8,2007,1184,1,2,2610,303477,21
"877",4,1963,1064,0,2,1040,132250,12
"878",9,2005,1462,1,3,2224,350000,16
"879",5,1995,1109,0,2,1155,148000,19
"880",5,2005,864,0,1,864,136500,6
"881",5,2006,1090,0,2,1090,157000,8
"882",7,1991,1156,1,2,1717,187500,24
"883",6,1993,808,1,2,1593,178000,9
"884",4,1950,795,0,1,2230,118500,23
"885",5,1967,892,0,1,892,1e+05,13
"886",9,2000,1698,1,2,1709,328900,21
"887",5,2005,1626,0,2,1712,145000,13
"888",5,1955,816,0,1,1393,135500,8
"889",8,1970,2217,1,2,2217,268000,13
"890",6,1953,1505,1,2,1505,149500,13
"891",5,2006,672,1,2,924,122900,13
"892",6,1978,918,1,2,1683,172500,19
"893",6,2003,1059,0,1,1068,154500,19
"894",5,1954,1383,1,1,1383,165000,19
"895",5,1979,0,0,2,1535,118858,20
"896",6,1963,780,1,2,1796,140000,13
"897",4,1950,951,0,1,951,106500,10
"898",5,1979,0,0,2,2240,142953,20
"899",9,2010,2330,2,3,2364,611657,16
"900",5,1994,912,1,1,1236,135000,19
"901",4,1971,858,0,1,858,110000,13
"902",5,2000,992,0,1,1306,153000,13
"903",7,2003,783,1,2,1509,180000,9
"904",7,2006,1670,1,3,1670,240000,9
"905",5,1967,876,0,1,902,125500,19
"906",5,1954,1056,0,1,1063,128000,13
"907",8,2006,1623,1,3,1636,255000,21
"908",7,1987,1017,1,1,2057,250000,7
"909",5,1983,864,0,2,902,131000,12
"910",6,2005,742,1,2,1484,174000,9
"911",5,1960,1105,0,2,2274,154300,13
"912",5,1989,1268,0,1,1268,143500,6
"913",5,1950,768,0,1,1015,88000,4
"914",5,1950,1001,0,3,2002,145000,7
"915",6,2009,612,0,2,1224,173733,21
"916",4,1970,546,0,1,1092,75000,11
"917",2,1950,480,0,1,480,35311,10
"918",4,1956,1134,0,1,1229,135000,8
"919",7,1991,1104,1,3,2127,238000,20
"920",6,2002,1184,1,2,1414,176500,13
"921",6,1994,928,0,2,1721,201000,20
"922",5,2003,1272,0,0,2200,145900,8
"923",6,2006,1316,1,2,1316,169990,9
"924",6,1994,1604,1,2,1617,193000,20
"925",6,1980,1686,1,2,1686,207500,17
"926",5,1977,1126,0,2,1126,175000,17
"927",8,2004,1181,1,3,2374,285000,16
"928",7,1968,832,1,2,1978,176000,17
"929",8,2001,1753,1,2,1788,236500,6
"930",7,1997,964,1,2,2236,222000,9
"931",8,2007,1466,0,3,1466,201000,24
"932",5,1965,925,0,1,925,117500,13
"933",9,2006,1905,1,3,1905,320000,21
"934",7,2004,1500,0,2,1500,190000,6
"935",7,2007,585,1,2,2069,242000,13
"936",4,1953,600,0,2,747,79900,4
"937",7,2003,1176,0,2,1200,184900,20
"938",7,2005,1113,1,2,1971,253000,21
"939",7,2006,1391,0,3,1962,239799,6
"940",7,1950,1032,2,1,2403,244400,5
"941",6,1976,1728,0,2,1728,150900,12
"942",7,1999,992,1,2,2060,214000,9
"943",4,1977,1440,0,0,1440,150000,8
"944",5,1967,1632,0,2,1632,143000,12
"945",6,1958,819,1,2,1344,137500,24
"946",5,1996,1088,0,2,1869,124900,18
"947",5,1959,1144,1,1,1144,143000,13
"948",8,2003,1616,1,3,1629,270000,24
"949",7,2002,936,1,2,1776,192500,6
"950",6,2006,1161,1,2,1381,197500,17
"951",5,2002,864,0,2,864,129000,13
"952",5,1965,828,0,1,965,119900,20
"953",5,2003,768,0,1,768,133900,6
"954",5,1969,784,1,2,1968,172000,12
"955",6,1975,945,0,0,980,127500,8
"956",6,1950,979,0,2,1958,145000,7
"957",6,1980,561,1,2,1229,124000,2
"958",5,1962,1057,0,2,1057,132000,19
"959",7,2003,1337,0,2,1337,185000,6
"960",7,1999,696,0,2,1416,155000,21
"961",5,2008,858,0,0,858,116500,4
"962",6,1995,1330,1,2,2872,272000,17
"963",6,1976,804,1,2,1548,155000,15
"964",9,2007,1800,0,2,1800,239000,6
"965",7,2003,817,1,2,1894,214900,24
"966",6,2007,783,1,2,1484,178900,9
"967",5,1950,728,2,1,1308,160000,7
"968",5,1955,1098,0,1,1098,135000,13
"969",3,1950,600,0,0,968,37900,18
"970",6,1958,588,0,1,1095,140000,13
"971",4,1950,720,0,0,1192,135000,13
"972",7,2004,764,0,2,1626,173000,16
"973",6,1979,918,1,1,918,99500,20
"974",7,2008,1428,0,2,1428,182000,21
"975",7,1993,728,0,2,2019,167500,4
"976",7,2000,673,0,2,1382,165000,21
"977",4,1958,440,0,0,869,85500,4
"978",7,2007,1241,0,2,1241,199900,21
"979",4,1954,894,0,2,894,110000,8
"980",5,1963,1121,0,2,1121,139000,19
"981",7,2007,944,0,2,999,178400,13
"982",8,1999,1225,1,3,2612,336000,14
"983",7,2007,1266,1,2,1266,159895,1
"984",8,2002,1128,1,2,2290,255900,6
"985",5,1977,0,0,2,1734,126000,12
"986",5,1950,1164,0,1,1164,125000,8
"987",6,2003,485,0,1,1635,117000,18
"988",9,2010,1930,1,3,1940,395192,16
"989",6,1976,848,1,2,2030,195000,17
"990",7,2006,770,0,2,1576,197000,21
"991",8,1998,1396,1,3,2392,348000,14
"992",8,1986,916,1,2,1742,168000,18
"993",6,1993,822,1,2,1851,187000,13
"994",6,2006,750,0,2,1500,173900,6
"995",10,2007,1700,1,3,1718,337500,16
"996",4,1950,747,0,1,1230,121600,4
"997",5,1961,1050,0,1,1050,136500,13
"998",6,1970,1442,1,2,1442,185000,17
"999",3,1950,1007,1,1,1077,91000,10
"1000",7,2006,1187,0,2,1208,206000,6
"1001",3,1952,0,0,2,944,82000,8
"1002",5,1950,691,0,1,691,86000,18
"1003",8,2006,1574,1,3,1574,232000,21
"1004",5,1976,1680,0,2,1680,136905,17
"1005",7,2006,1346,1,2,1504,181000,1
"1006",5,1977,985,0,1,985,149900,6
"1007",6,1970,1657,1,2,1657,163500,13
"1008",4,1970,546,0,1,1092,88000,11
"1009",7,2005,1710,1,2,1710,240000,12
"1010",5,1950,1008,0,0,1522,102000,23
"1011",5,1950,720,1,1,1271,135000,19
"1012",5,1965,0,0,0,1664,1e+05,8
"1013",6,1996,602,2,1,1502,165000,7
"1014",5,2006,1022,0,1,1022,85000,18
"1015",6,1950,1082,1,1,1082,119200,13
"1016",8,2001,810,0,2,1665,227000,17
"1017",7,1996,1504,1,2,1504,203000,6
"1018",8,1984,1220,1,2,1360,187500,22
"1019",7,1992,384,1,2,1472,160000,9
"1020",7,2005,1362,1,2,1506,213490,1
"1021",4,2005,1132,0,2,1132,176000,8
"1022",7,2006,1199,0,2,1220,194000,6
"1023",5,1950,912,0,1,1248,87000,18
"1024",7,2006,1346,1,2,1504,191000,1
"1025",8,1976,1565,1,2,2898,287000,24
"1026",5,1972,882,0,2,882,112500,6
"1027",5,1960,1268,2,2,1264,167500,13
"1028",8,2008,1638,1,3,1646,293077,24
"1029",5,1950,768,1,1,1376,105000,13
"1030",6,1972,672,0,1,1218,118000,3
"1031",5,1995,686,0,0,1928,160000,23
"1032",7,1970,824,2,2,3082,197000,23
"1033",8,1993,1338,1,3,2520,310000,14
"1034",7,2002,1654,0,3,1654,230000,6
"1035",5,1950,920,1,1,954,119750,7
"1036",4,1957,0,0,1,845,84000,8
"1037",9,2008,1620,1,3,1620,315500,24
"1038",8,2002,1055,1,2,2263,287000,6
"1039",4,2008,546,1,0,1344,97000,11
"1040",4,1970,630,0,1,630,80000,11
"1041",5,2000,1134,1,2,1803,155000,19
"1042",6,2000,800,0,2,1632,173000,17
"1043",6,2005,1306,1,2,1306,196000,16
"1044",7,1990,1475,1,2,2329,262280,20
"1045",8,1981,2524,1,2,2524,278000,17
"1046",3,1955,0,1,2,1733,139600,8
"1047",9,2006,1992,1,3,2868,556581,22
"1048",5,1995,990,0,2,990,145000,6
"1049",5,2006,0,1,2,1771,115000,12
"1050",4,2006,0,0,1,930,84900,8
"1051",7,2007,1302,0,2,1302,176485,9
"1052",7,2007,1316,1,2,1316,200141,6
"1053",6,1978,816,1,2,1977,165000,13
"1054",5,2002,1216,1,1,1526,144500,8
"1055",8,2002,1065,1,2,1989,255000,6
"1056",6,1976,1193,1,2,1523,180000,17
"1057",7,2005,1364,1,2,1364,185850,16
"1058",7,1994,973,1,2,1850,248000,14
"1059",9,2008,1104,1,3,2184,335000,16
"1060",6,1950,854,1,2,1991,220000,7
"1061",8,2001,1338,0,2,1338,213500,22
"1062",3,1950,894,0,3,894,81000,10
"1063",5,1950,662,0,2,2337,90000,18
"1064",6,1980,1103,1,2,1103,110500,18
"1065",5,1966,1154,1,2,1154,154000,13
"1066",7,1997,1306,0,2,2260,328000,5
"1067",6,1994,799,1,2,1571,178000,9
"1068",6,1964,780,0,2,1611,167900,13
"1069",6,1973,942,1,2,2521,151400,11
"1070",5,2003,845,0,2,893,135000,13
"1071",5,1956,1048,0,1,1048,135000,13
"1072",6,1968,727,0,2,1556,154000,17
"1073",5,1950,810,1,1,1456,91500,8
"1074",6,1977,690,0,2,1426,159500,8
"1075",7,2006,1240,0,3,1240,194000,6
"1076",7,1984,800,2,1,1740,219500,7
"1077",5,1989,796,1,2,1466,170000,18
"1078",5,1969,1096,0,1,1096,138800,13
"1079",6,2004,848,1,2,848,155900,6
"1080",5,1994,990,0,1,990,126000,6
"1081",6,2004,1258,0,2,1258,145000,17
"1082",5,1963,1040,0,1,1040,133000,19
"1083",7,2002,1459,1,2,1459,192000,6
"1084",6,1964,1251,2,1,1251,160000,13
"1085",6,1996,691,1,2,1498,187500,9
"1086",6,1992,936,0,2,996,147000,20
"1087",4,1973,546,0,1,1092,83500,11
"1088",8,2006,1082,1,3,1953,252000,21
"1089",7,2004,970,0,2,1709,137500,8
"1090",8,2005,1247,1,2,1247,197000,21
"1091",3,1950,0,0,2,1040,92900,13
"1092",7,2000,600,0,2,1252,160000,21
"1093",6,1950,1181,1,2,1694,136500,23
"1094",5,1998,864,0,2,1200,146000,13
"1095",5,2000,936,0,1,936,129000,13
"1096",6,2006,1314,1,2,1314,176432,6
"1097",6,2006,684,0,0,1355,127000,10
"1098",8,1986,1074,0,2,1088,170000,22
"1099",4,1950,672,0,1,1324,128000,4
"1100",7,1978,1271,1,2,1601,157000,17
"1101",2,1950,290,0,1,438,60000,23
"1102",5,1971,950,0,1,950,119500,13
"1103",5,2002,1010,0,1,1134,135000,13
"1104",6,1959,655,1,2,1194,159500,13
"1105",5,1970,630,0,2,1302,106000,3
"1106",8,1995,1463,2,2,2622,325000,14
"1107",7,1991,910,1,2,1442,179900,20
"1108",7,2006,868,1,2,2021,274725,9
"1109",6,2000,924,1,2,1690,181000,9
"1110",8,2005,1836,1,3,1836,280000,16
"1111",6,1996,773,1,2,1658,188000,9
"1112",7,1976,803,1,2,1964,205000,17
"1113",5,1957,816,0,1,816,129900,13
"1114",5,2006,1008,0,1,1008,134500,13
"1115",5,2000,833,0,1,833,117000,18
"1116",8,2007,1734,1,3,1734,318000,16
"1117",8,2002,408,1,2,1419,184100,9
"1118",5,2003,894,0,2,894,130000,19
"1119",5,1987,533,0,1,1601,140000,19
"1120",5,1959,1040,0,1,1040,133700,13
"1121",6,1950,1012,1,1,1012,118400,10
"1122",7,2006,1552,0,3,1552,212900,6
"1123",4,1956,672,0,1,960,112000,8
"1124",5,2008,698,0,0,698,118000,8
"1125",7,1992,384,1,2,1482,163900,9
"1126",4,1955,1005,1,2,1005,115000,13
"1127",7,2007,1373,1,3,1555,174000,1
"1128",7,2004,1530,1,3,1530,259000,9
"1129",7,2005,847,1,2,1959,215000,9
"1130",5,1980,936,0,2,936,140000,18
"1131",4,1950,1122,2,2,1981,135000,23
"1132",5,1992,974,0,0,974,93500,12
"1133",6,1950,1008,0,1,2210,117500,18
"1134",8,1995,1128,1,2,2020,239500,20
"1135",6,1997,916,1,2,1600,169000,9
"1136",6,1950,960,1,1,986,102000,4
"1137",6,1950,1032,0,1,1252,119000,13
"1138",5,1996,780,0,0,1020,94000,19
"1139",6,1977,1567,2,2,1567,196000,12
"1140",5,1950,915,1,2,1167,144000,4
"1141",5,1951,952,0,2,952,139000,13
"1142",5,1976,780,1,2,1868,197500,17
"1143",8,2007,1466,1,3,2828,424870,6
"1144",5,1959,1006,0,0,1006,80000,19
"1145",4,1950,672,0,1,924,80000,8
"1146",5,1950,1042,1,1,1576,149000,4
"1147",6,1985,1298,1,2,1298,180000,20
"1148",7,1950,704,1,1,1564,174500,7
"1149",7,1950,572,1,1,1111,116900,18
"1150",7,1988,650,0,2,1482,143000,18
"1151",6,1950,932,1,1,932,124000,13
"1152",5,1959,1466,2,2,1466,149900,8
"1153",6,2004,1073,1,2,1811,230000,7
"1154",6,2007,816,0,1,816,120500,10
"1155",7,1988,864,2,2,1820,201800,13
"1156",5,2004,1437,1,2,1437,218000,25
"1157",5,1999,1219,1,2,1265,179900,13
"1158",7,2008,1314,1,2,1314,230000,16
"1159",8,2008,1580,0,3,1580,235128,21
"1160",6,1974,901,1,2,1876,185000,17
"1161",6,1978,855,1,2,1456,146000,15
"1162",6,2006,1296,1,2,1640,224000,7
"1163",5,1968,894,1,2,894,129000,19
"1164",4,1969,1198,0,2,1258,108959,19
"1165",5,1978,1360,1,2,1432,194000,25
"1166",7,2009,1502,0,2,1502,233170,16
"1167",8,2008,1694,0,3,1694,245350,6
"1168",6,2000,959,1,2,1671,173000,9
"1169",6,1986,1127,2,2,2108,235000,8
"1170",10,1996,1930,1,3,3627,625000,14
"1171",6,1977,1096,1,1,1118,171000,12
"1172",6,1958,1261,1,2,1261,163000,13
"1173",7,2007,625,0,2,1250,171900,21
"1174",5,1994,1598,1,0,3086,200500,5
"1175",6,1950,952,1,2,2345,239000,7
"1176",8,2000,1683,1,2,2872,285000,14
"1177",5,1985,876,0,1,923,119500,12
"1178",6,2004,818,0,1,1224,115000,18
"1179",5,1950,731,1,1,1343,154900,7
"1180",5,1954,0,1,0,1124,93000,8
"1181",7,1991,1216,0,2,2514,250000,24
"1182",8,2008,1600,1,2,1652,392500,7
"1183",10,1996,2396,2,3,4476,745000,14
"1184",5,1950,1120,1,2,1130,120000,18
"1185",5,1963,1572,2,3,1572,186700,24
"1186",5,1950,784,0,1,1221,104900,8
"1187",3,1970,978,0,2,1699,95000,18
"1188",8,1995,1624,1,3,1624,262000,14
"1189",7,2002,831,0,2,1660,195000,6
"1190",7,1999,994,1,2,1804,189000,9
"1191",4,1975,1249,1,4,1622,168000,12
"1192",8,2000,776,0,2,1441,174000,21
"1193",5,1994,702,0,1,1472,125000,18
"1194",6,1999,1224,0,2,1224,165000,12
"1195",6,1969,663,0,1,1352,158000,19
"1196",6,2005,728,0,2,1456,176000,9
"1197",7,2006,879,1,3,1863,219210,9
"1198",7,1950,815,1,1,1690,144000,18
"1199",7,2001,1212,0,2,1212,178000,6
"1200",4,1979,1051,1,2,1382,148000,19
"1201",4,1970,864,0,1,864,116050,13
"1202",7,1998,866,0,2,1779,197900,6
"1203",5,1997,884,1,1,1348,117000,4
"1204",7,2001,1630,1,2,1630,213000,6
"1205",5,1975,1056,0,2,1074,153500,17
"1206",7,1991,2158,1,3,2196,271900,20
"1207",4,1966,1056,0,1,1056,107000,20
"1208",6,2003,1682,0,2,1700,2e+05,6
"1209",5,1980,931,0,2,1283,140000,13
"1210",8,2006,1660,1,2,1660,290000,21
"1211",6,1992,1055,1,2,1845,189000,20
"1212",8,2005,559,0,2,1752,164000,9
"1213",4,1950,672,0,1,672,113000,8
"1214",4,2001,648,0,1,960,145000,19
"1215",5,1962,925,0,1,999,134500,13
"1216",5,1966,894,0,1,894,125000,19
"1217",6,1978,0,0,2,1902,112000,19
"1218",8,2009,1300,0,2,1314,229456,21
"1219",4,1950,0,0,0,912,80500,4
"1220",6,1971,672,0,0,1218,91500,3
"1221",5,1964,912,0,1,912,115000,13
"1222",5,1968,952,1,1,1211,134000,19
"1223",6,1950,1040,1,1,1846,143000,13
"1224",5,1951,2136,0,2,2136,137900,13
"1225",7,2005,788,1,2,1490,184000,9
"1226",6,1958,588,0,1,1138,145000,13
"1227",6,2007,894,1,3,1933,214000,21
"1228",5,2008,912,0,2,912,147000,13
"1229",9,2008,1702,1,3,1702,367294,16
"1230",5,1960,1075,0,1,1507,127000,13
"1231",5,1977,1361,1,2,2620,190000,19
"1232",5,1962,1106,0,2,1190,132500,13
"1233",4,1962,0,0,2,1224,101800,13
